week	Div	date	home	away	scored	conceded	FTR	HTHG	HTAG	HTR	Referee	HS	AS	HST	AST	HF	AF	HC	AC	HY	AY	HR	AR	B365H	B365D	B365A	BWH	BWD	BWA	IWH	IWD	IWA	LBH	LBD	LBA	PSH	PSD	PSA	WHH	WHD	WHA	VCH	VCD	VCA	Bb1X2	BbMxH	BbAvH	BbMxD	BbAvD	BbMxA	BbAvA	BbOU	BbMx>2.5	BbAv>2.5	BbMx<2.5	BbAv<2.5	BbAH	BbAHh	BbMxAHH	BbAvAHH	BbMxAHA	BbAvAHA	PSCH	PSCD	PSCA
24	E0	2/2/16	West Ham	Aston Villa	2	0	H	0	0	D	J Moss	25	6	6	2	9	11	5	5	3	0	0	1	1.91	3.5	4.75	1.85	3.5	4.1	1.9	3.45	3.8	1.85	3.4	4.33	1.89	3.57	4.69	1.91	3.2	4.33	1.9	3.5	4.75	49	1.95	1.88	3.57	3.46	4.87	4.42	42	2.26	2.16	1.74	1.68	30	-0.75	2.21	2.15	1.77	1.74	1.86	3.54	4.95
25	E0	6/2/16	Southampton	West Ham	1	0	H	1	0	H	M Clattenburg	8	18	2	2	17	10	4	5	1	2	1	0	1.73	3.8	5.5	1.72	3.5	5	1.7	3.6	4.7	1.67	3.6	5.25	1.77	3.74	5.33	1.75	3.5	5	1.75	3.7	5.5	41	1.8	1.73	3.8	3.64	5.5	5.14	37	2.21	2.12	1.8	1.71	27	-0.75	2	1.93	1.97	1.93	1.71	3.98	5.42
26	E0	13/02/16	Norwich	West Ham	2	-2	D	0	0	D	M Jones	13	11	3	6	16	11	3	3	2	2	0	0	2.38	3.4	3.25	2.4	3.3	3	2.6	3.2	2.6	2.4	3.25	2.9	2.43	3.42	3.16	2.5	3.2	2.9	2.45	3.4	3.13	45	2.6	2.41	3.53	3.33	3.25	3.02	38	2.08	1.99	1.9	1.8	28	-0.25	2.09	2.04	1.88	1.83	2.5	3.33	3.12
27	E0	27/02/16	West Ham	Sunderland	1	0	H	1	0	H	M Dean	9	13	3	4	11	9	5	6	1	0	0	0	1.8	3.5	4.5	1.83	3.4	4.33	1.85	3.45	4	1.8	3.6	4.33	1.85	3.75	4.7	1.83	3.6	4.2	1.83	3.7	4.75	48	1.89	1.84	3.75	3.58	4.75	4.39	40	2	1.93	1.93	1.86	31	-0.75	2.14	2.09	1.83	1.79	1.86	3.7	4.69
28	E0	2/3/16	West Ham	Tottenham	1	0	H	1	0	H	A Marriner	14	9	3	2	10	11	6	3	0	3	0	0	4	3.6	2	3.7	3.3	2	3.6	3.3	2	3.8	3.5	2.05	4.03	3.64	2.01	4	3.2	2	4	3.5	2.05	47	4.1	3.89	3.64	3.47	2.06	1.99	39	2.05	1.97	1.88	1.82	29	0.25	2.25	2.18	1.76	1.72	3.6	3.38	2.24
29	E0	5/3/16	Everton	West Ham	2	-3	A	1	0	H	A Taylor	15	17	8	5	12	13	9	6	2	3	1	0	1.73	4	5	1.7	3.6	5	1.8	3.5	4.2	1.67	3.8	5	1.71	4.11	5.17	1.75	3.5	5	1.7	4.1	5.2	47	1.8	1.7	4.2	3.91	5.25	4.93	39	1.77	1.72	2.2	2.1	31	-1	2.24	2.18	1.77	1.72	1.67	4.27	5.39
30	E0	19/03/16	Chelsea	West Ham	2	-2	D	1	1	D	R Madley	22	13	5	6	13	14	10	9	3	5	0	0	1.75	3.8	5.25	1.7	3.8	4.6	1.7	3.7	4.5	1.7	3.75	5	1.76	3.9	5.1	1.73	3.6	5	1.73	3.9	5.2	47	1.78	1.72	3.96	3.78	5.25	4.89	40	1.92	1.83	2.07	1.97	31	-1	2.42	2.28	1.89	1.66	1.83	3.76	4.78
31	E0	2/4/16	West Ham	Crystal Palace	2	-2	D	2	1	H	M Clattenburg	18	12	6	5	12	19	4	5	2	2	1	0	1.95	3.6	4.2	1.91	3.4	3.9	2	3.3	3.6	1.95	3.4	4.2	1.95	3.65	4.29	2	3.2	4	1.95	3.6	4.3	44	2	1.95	3.66	3.51	4.33	4.01	39	2.02	1.96	1.92	1.84	29	-0.5	1.98	1.94	1.96	1.92	1.85	3.74	4.65
32	E0	9/4/16	West Ham	Arsenal	3	-3	D	2	2	D	C Pawson	19	11	7	6	11	8	7	4	2	0	0	0	3.6	3.5	2	3.75	3.6	1.9	3.6	3.3	2	3.6	3.6	1.95	3.9	3.77	2.01	3.5	3.6	2	3.9	3.75	2	47	3.93	3.72	3.83	3.61	2.05	1.98	37	1.81	1.74	2.19	2.08	29	0.5	1.95	1.9	2	1.96	3.89	3.87	1.98
33	E0	17/04/16	Leicester	West Ham	2	-2	D	1	0	H	J Moss	6	19	2	4	14	14	0	5	1	3	1	0	1.95	3.6	4.2	1.95	3.4	3.75	2	3.3	3.6	1.95	3.5	4.2	1.92	3.75	4.3	1.91	3.3	4.2	1.91	3.7	4.3	49	2	1.91	3.8	3.57	4.3	4.08	41	2	1.91	1.95	1.89	30	-0.5	1.95	1.9	2.02	1.96	1.95	3.71	4.19
34	E0	20/04/16	West Ham	Watford	3	-1	H	2	0	H	M Dean	18	7	7	4	11	17	4	2	0	2	0	1	1.57	4.33	6.5	1.53	4	6	1.65	3.6	5.1	1.5	4.2	6	1.56	4.37	6.74	1.53	4	6.5	1.57	4.3	6.5	44	1.65	1.54	4.37	4.16	6.83	6.3	35	1.86	1.81	2.08	2	28	-1	1.98	1.94	1.97	1.93	1.45	4.82	8.03
35	E0	30/04/16	West Brom	West Ham	0	-3	A	0	2	A	L Mason	15	8	5	4	14	7	8	6	0	0	0	0	4	3.4	2.1	3.8	3.5	2	3.1	3.3	2.2	3.8	3.3	1.95	4.06	3.49	2.05	3.7	3.2	2.1	3.8	3.5	2.05	46	4.1	3.82	3.56	3.38	2.2	2.04	37	2.2	2.13	1.76	1.7	28	0.5	1.89	1.85	2.05	2.01	3.94	3.68	2.02
36	E0	7/5/16	West Ham	Swansea	1	-4	A	0	2	A	M Oliver	25	13	7	6	11	8	13	3	3	0	0	0	1.44	4.75	8	1.45	4.25	6.75	1.47	4	6.6	1.44	4.75	8	1.43	4.96	8.34	1.44	4.33	7	1.44	4.8	8	48	1.47	1.43	4.96	4.62	8.34	7.48	38	1.7	1.64	2.35	2.24	30	-1.25	2	1.94	1.97	1.92	1.35	5.73	9.76
37	E0	10/5/16	West Ham	Man United	3	-2	H	1	0	H	M Dean	20	3	6	2	6	18	6	2	1	3	0	0	3	3.5	2.45	2.85	3.5	2.4	3	3.2	2.3	3	3.4	2.45	3.01	3.56	2.46	3	3.25	2.4	2.9	3.5	2.5	48	3.1	2.96	3.56	3.41	2.55	2.43	40	1.91	1.86	2.04	1.95	29	0.25	1.85	1.8	2.12	2.07	3.15	3.47	2.41
38	E0	15/05/16	Stoke	West Ham	2	-1	H	0	1	A	M Jones	7	20	4	7	8	12	4	10	3	1	0	0	3.5	3.6	2.15	3.3	3.4	2.1	2.9	3.3	2.3	3.4	3.75	2.1	3.48	3.82	2.12	3.5	3.1	2.2	3.5	3.8	2.1	50	3.5	3.37	3.83	3.59	2.3	2.1	35	1.67	1.6	2.39	2.27	30	0.25	2.11	2.03	1.87	1.83	3.05	4	2.26
