week	Div	date	home	away	scored	conceded	FTR	HTHG	HTAG	HTR	Referee	HS	AS	HST	AST	HF	AF	HC	AC	HY	AY	HR	AR	B365H	B365D	B365A	BWH	BWD	BWA	IWH	IWD	IWA	LBH	LBD	LBA	PSH	PSD	PSA	WHH	WHD	WHA	VCH	VCD	VCA	Bb1X2	BbMxH	BbAvH	BbMxD	BbAvD	BbMxA	BbAvA	BbOU	BbMx>2.5	BbAv>2.5	BbMx<2.5	BbAv<2.5	BbAH	BbAHh	BbMxAHH	BbAvAHH	BbMxAHA	BbAvAHA	PSCH	PSCD	PSCA
14	E0	29/11/15	Tottenham	Chelsea	0	0	D	0	0	D	M Oliver	9	5	4	1	14	9	4	4	4	2	0	0	2.6	3.4	2.9	2.6	3.1	2.9	2.6	3.2	2.6	2.6	3.4	2.8	2.58	3.49	2.89	2.5	3.2	2.9	2.55	3.5	2.88	48	2.6	2.54	3.5	3.34	2.94	2.81	43	1.96	1.88	1.99	1.92	27	-0.25	2.23	2.17	1.78	1.73	2.66	3.39	2.86
15	E0	5/12/15	Chelsea	Bournemouth	0	-1	A	0	0	D	M Jones	19	15	6	5	10	13	11	4	2	1	0	0	1.36	5.25	9.5	1.38	5	8	1.35	4.8	7.6	1.36	4.75	9	1.38	5.23	9.75	1.36	4.5	9	1.36	5.25	10	47	1.39	1.37	5.25	4.91	10	8.83	39	1.69	1.64	2.36	2.24	27	-1.25	1.9	1.83	2.09	2.03	1.43	4.79	9.04
16	E0	14/12/15	Leicester	Chelsea	2	-1	H	1	0	H	M Clattenburg	9	11	5	5	16	8	1	8	2	0	0	0	3.2	3.5	2.35	3	3.3	2.4	3	3.2	2.3	3	3.4	2.3	3.11	3.59	2.38	3.2	3.2	2.3	3.13	3.5	2.4	48	3.4	3.07	3.6	3.4	2.43	2.33	43	1.99	1.9	1.98	1.89	26	0.25	1.88	1.84	2.07	2.02	3.52	3.52	2.21
17	E0	19/12/15	Chelsea	Sunderland	3	-1	H	2	0	H	R East	17	11	7	3	12	12	2	2	1	3	0	0	1.33	5.25	12	1.33	5.25	10	1.33	4.8	8.3	1.29	5.25	12	1.32	5.69	11.8	1.3	5	11	1.3	5.75	12	49	1.33	1.31	5.75	5.32	13	10.91	44	1.85	1.76	2.17	2.05	31	-1.5	1.97	1.9	2.01	1.95	1.32	5.99	10.8
18	E0	26/12/15	Chelsea	Watford	2	-2	D	1	1	D	A Marriner	17	12	2	3	7	15	9	4	1	4	0	0	1.44	4.5	7.5	1.45	4.6	7	1.4	4.4	7.3	1.48	4.2	7	1.52	4.52	7.14	1.44	4.2	8	1.5	4.5	7.5	49	1.54	1.49	4.6	4.29	8	7.03	44	1.84	1.76	2.13	2.04	29	-1	1.88	1.84	2.1	2.02	1.5	4.52	7.55
19	E0	28/12/15	Man United	Chelsea	0	0	D	0	0	D	M Atkinson	12	8	2	3	16	6	5	3	4	2	0	0	2.6	3.3	3	2.6	3.25	2.9	2.6	3.2	2.6	2.5	3.1	2.8	2.6	3.38	2.95	2.62	3.1	3	2.6	3.25	3	50	2.65	2.55	3.38	3.22	3.03	2.91	43	2.3	2.19	1.72	1.66	28	0	1.85	1.81	2.12	2.05	2.48	3.26	3.22
20	E0	3/1/16	Crystal Palace	Chelsea	0	-3	A	0	1	A	K Friend	8	10	4	4	12	15	5	7	3	0	0	0	3.8	3.5	2.1	3.8	3.2	2.1	3.1	3.3	2.2	3.8	3.3	2	3.98	3.49	2.07	3.75	3.2	2.1	3.8	3.5	2.1	48	3.98	3.79	3.5	3.35	2.2	2.06	43	2.3	2.21	1.71	1.66	29	0.5	1.9	1.84	2.08	2.02	4.16	3.51	2.02
21	E0	13/01/16	Chelsea	West Brom	2	-2	D	1	1	D	A Taylor	14	13	2	6	13	8	7	7	3	3	0	0	1.44	4.5	9	1.44	4.4	8.5	1.4	4.4	7.3	1.44	4.2	8	1.46	4.58	8.54	1.44	4.2	8	1.44	4.5	9	48	1.49	1.44	4.75	4.32	9	8.24	43	2.06	1.99	1.87	1.81	29	-1	1.78	1.73	2.3	2.16	1.46	4.39	9.32
22	E0	16/01/16	Chelsea	Everton	3	-3	D	0	0	D	M Jones	14	9	7	4	12	5	6	4	1	1	0	0	1.83	3.75	4.75	1.83	3.8	4.4	1.75	3.5	4.5	1.75	3.6	4.5	1.81	3.97	4.65	1.75	3.5	4.8	1.8	3.9	4.75	44	1.83	1.79	3.98	3.77	4.8	4.49	42	1.86	1.78	2.12	2.03	27	-0.75	2.06	2.02	1.88	1.84	1.71	3.97	5.47
23	E0	24/01/16	Arsenal	Chelsea	0	-1	A	0	1	A	M Clattenburg	9	12	1	6	14	13	6	7	1	3	1	0	2.1	3.5	3.9	2.05	3.3	4	2.2	3.25	3.3	2	3.4	3.6	2.06	3.62	3.87	2.1	3.2	3.75	2.05	3.5	4	46	2.2	2.04	3.62	3.43	4	3.76	41	2.02	1.94	1.96	1.87	28	-0.5	2.21	2.1	1.83	1.75	2.32	3.33	3.46
