week	Div	date	home	away	scored	conceded	FTR	HTHG	HTAG	HTR	Referee	HS	AS	HST	AST	HF	AF	HC	AC	HY	AY	HR	AR	B365H	B365D	B365A	BWH	BWD	BWA	IWH	IWD	IWA	LBH	LBD	LBA	PSH	PSD	PSA	WHH	WHD	WHA	VCH	VCD	VCA	Bb1X2	BbMxH	BbAvH	BbMxD	BbAvD	BbMxA	BbAvA	BbOU	BbMx>2.5	BbAv>2.5	BbMx<2.5	BbAv<2.5	BbAH	BbAHh	BbMxAHH	BbAvAHH	BbMxAHA	BbAvAHA	PSCH	PSCD	PSCA
14	E0	28/11/15	Aston Villa	Watford	2	-3	A	1	1	D	L Mason	12	14	6	6	6	13	10	10	2	3	0	0	2.75	3.3	2.8	2.75	3	2.75	2.5	3.3	2.65	2.7	3.25	2.8	2.77	3.25	2.85	2.7	3.1	2.7	2.8	3.13	2.88	49	2.8	2.69	3.3	3.13	2.9	2.79	40	2.42	2.34	1.64	1.58	28	-0.25	2.35	2.29	1.69	1.66	2.76	3.27	2.84
15	E0	5/12/15	Southampton	Aston Villa	1	-1	D	0	1	A	A Taylor	23	9	5	2	4	9	10	4	1	2	0	0	1.5	4.5	7.5	1.5	4.25	6	1.45	4	7	1.5	4	7	1.52	4.37	7.57	1.53	3.6	7.5	1.53	4.2	7.5	47	1.53	1.49	4.5	4.17	7.57	7.13	42	2	1.93	1.95	1.87	29	-1	1.88	1.83	2.09	2.03	1.5	4.55	7.4
16	E0	13/12/15	Aston Villa	Arsenal	0	-2	A	0	2	A	K Friend	18	8	2	4	8	7	5	5	0	0	0	0	6.5	4.2	1.57	6.5	3.9	1.57	5.5	4	1.55	6	4	1.53	6.24	4.24	1.6	6.5	3.75	1.57	7	4.2	1.55	50	7	6.1	4.24	4.06	1.61	1.57	45	1.94	1.87	2	1.93	30	1	1.94	1.89	2.03	1.96	6.5	4.39	1.56
17	E0	19/12/15	Newcastle	Aston Villa	1	-1	D	1	0	H	M Atkinson	8	10	4	7	9	14	3	7	1	3	0	0	2.05	3.5	4	2.05	3.3	3.6	2	3.3	3.6	1.95	3.4	4	2.03	3.58	4.02	2	3.2	4	2	3.5	4.1	48	2.05	2	3.6	3.41	4.1	3.91	44	2.11	2.01	1.85	1.79	28	-0.5	2.04	1.99	1.93	1.88	2.01	3.55	4.15
18	E0	26/12/15	Aston Villa	West Ham	1	-1	D	0	1	A	M Dean	5	10	8	4	14	13	9	6	3	3	0	0	2.63	3.25	2.75	2.65	3.25	2.75	2.65	3.3	2.5	2.6	3.1	2.8	2.66	3.29	2.94	2.7	3.1	2.7	2.7	3.2	2.9	48	2.7	2.63	3.3	3.15	2.94	2.83	42	2.36	2.28	1.67	1.62	28	0	1.9	1.86	2.07	1.99	2.53	3.23	3.17
19	E0	28/12/15	Norwich	Aston Villa	2	0	H	1	0	H	G Scott	9	6	4	3	10	21	3	7	2	5	0	0	2.05	3.6	3.8	2	3.3	3.7	2	3.3	3.6	2	3.3	3.8	2.05	3.53	4.02	2.05	3.4	3.6	2.05	3.5	4	51	2.1	2.04	3.6	3.42	4.05	3.78	45	2.19	2.1	1.8	1.72	30	-0.5	2.09	2.03	1.89	1.84	1.93	3.7	4.36
20	E0	2/1/16	Sunderland	Aston Villa	3	-1	H	1	0	H	C Pawson	13	8	6	3	8	13	3	3	3	4	0	0	2.5	3.25	3.2	2.5	3.1	2.9	2.3	3.3	2.9	2.4	3.1	2.9	2.49	3.34	3.14	2.4	3.1	3.1	2.5	3.2	3.2	48	2.51	2.45	3.34	3.18	3.23	3.04	42	2.4	2.29	1.67	1.61	29	-0.25	2.15	2.09	1.83	1.79	2.49	3.32	3.15
21	E0	12/1/16	Aston Villa	Crystal Palace	1	0	H	0	0	D	M Clattenburg	13	9	3	1	15	9	9	0	2	1	0	0	3.2	3.25	2.45	3	3.2	2.45	2.6	3.2	2.6	3	3.1	2.4	3.2	3.25	2.5	3.1	3	2.5	3.25	3.13	2.5	48	3.25	3.11	3.3	3.15	2.6	2.45	42	2.43	2.33	1.67	1.59	29	0.25	1.84	1.8	2.13	2.07	3.32	3.21	2.45
22	E0	16/01/16	Aston Villa	Leicester	1	-1	D	0	1	A	R East	14	12	5	5	13	15	3	4	3	2	0	0	3.6	3.4	2.2	3.5	3.3	2.15	2.9	3.3	2.3	3.5	3.25	2.1	3.75	3.44	2.16	3.4	3.1	2.25	3.7	3.3	2.2	44	3.75	3.52	3.5	3.31	2.3	2.16	41	2.29	2.2	1.71	1.66	28	0.25	2.08	2.02	1.89	1.85	3.59	3.48	2.2
23	E0	23/01/16	West Brom	Aston Villa	0	0	D	0	0	D	R Madley	4	15	0	4	7	13	2	6	0	1	0	0	2.1	3.3	4	2.1	3.2	3.5	2.15	3.25	3.25	2.1	3.1	3.8	2.17	3.28	3.92	2.1	3	4	2.2	3.1	4	46	2.2	2.13	3.4	3.17	4	3.82	37	2.68	2.53	1.56	1.5	28	-0.25	1.93	1.84	2.1	1.95	2.36	3.17	3.57
24	E0	2/2/16	West Ham	Aston Villa	2	0	H	0	0	D	J Moss	25	6	6	2	9	11	5	5	3	0	0	1	1.91	3.5	4.75	1.85	3.5	4.1	1.9	3.45	3.8	1.85	3.4	4.33	1.89	3.57	4.69	1.91	3.2	4.33	1.9	3.5	4.75	49	1.95	1.88	3.57	3.46	4.87	4.42	42	2.26	2.16	1.74	1.68	30	-0.75	2.21	2.15	1.77	1.74	1.86	3.54	4.95
